id,rate
13279,28.1
13281,23.5
13283,29.9
13285,26.6
13287,28.8
13289,29
13291,23.4
13293,27.8
13295,24.8
13297,23.7
13299,27.7
13301,30.7
13303,30.7
13305,27.3
13307,29.4
13309,27.9
13311,23.2
13313,24.9
13315,27.2
13317,28.1
13319,28.4
13321,27.7
15001,20.3
15003,17.6
15005,20.9
15007,19.1
15009,18.9
16001,19
16003,22.5
16005,24.5
16007,24.7
16009,26.4
16011,26.3
16013,13.2
16015,21.9
16017,18.2
16019,23.5
16021,23.5
16023,25.2
16025,22.6
16027,25.7
16029,22.3
16031,21.7
16033,21.8
16035,25
16037,24.2
16039,24.2
16041,20.9
16043,21.8
16045,25.1
16047,23.2
16049,22.6
16051,24.4
16053,21.6
16055,22.7
16057,19.3
16059,21.4
16061,23.4
16063,21
16065,23.4
16067,24
16069,23.9
16071,22.8
16073,26.6
16075,25.2
16077,25.3
16079,21.8
16081,20
16083,24.3
16085,21.3
16087,24.8
17001,24.4
17003,25.1
17005,24.2
17007,25.9
17009,24
17011,23.1
17013,23.8
17015,24.3
17017,23.9
17019,22.8
17021,24
17023,23.9
17025,24.8
17027,24
17029,23.1
17031,21.5
17033,24.6
17035,23.9
17037,23.4
17039,24.9
17041,23.6
17043,20.6
17045,24.6
17047,24.4
17049,23.4
17051,23.8
17053,24.1
17055,23.6
17057,24
17059,24.1
17061,25
17063,24.8
17065,24.3
17067,24.8
17069,24.1
17071,24.9
17073,23.1
17075,24.5
17077,23.2
17079,24.2
17081,25.8
17083,24.3
17085,24.3
17087,24.8
17089,23.2
17091,23.8
17093,22.5
17095,24.2
17097,20.9
17099,23.5
17101,23.8
17103,24.4
17105,24.8
17107,25.1
17109,24.6
17111,24.2
17113,23.3
17115,25.5
17117,24.5
17119,25.6
17121,25
17123,23.5
17125,23.7
17127,23.6
17129,23.7
17131,25
17133,23.4
17135,24.9
17137,24.4
17139,23.5
17141,23.7
17143,25.6
17145,24.7
17147,24
17149,24
17151,24.3
17153,25.3
17155,24.9
17157,23.6
17159,24.5
17161,26.5
17163,27.7
17165,24.6
17167,24.3
17169,23.9
17171,23.7
17173,24.5
17175,23.9
17177,23.9
17179,24.7
17181,23.8
17183,26.1
17185,24.4
17187,23.8
17189,24.7
17191,23.5
17193,24.1
17195,24.3
17197,25.7
17199,25.2
17201,24.7
17203,25.4
18001,25.7
18003,24.9
18005,25.8
18007,26.3
18009,25.7
18011,26
18013,26.1
18015,27.6
18017,24.8
18019,25.9
18021,26.4
18023,25.5
18025,25
18027,27.4
18029,25.5
18031,28.1
18033,27.2
18035,25.7
18037,24.4
18039,25.2
18041,25.9
18043,25.4
18045,25.7
18047,26.3
18049,26.2
18051,26.5
18053,27.8
18055,26.5
18057,21.9
18059,24.1
18061,26.7
18063,26.5
18065,26.5
18067,25.6
18069,24.5
18071,25.7
18073,26.9
18075,25.1
18077,25.9
18079,26.3
18081,24.3
18083,26.6
18085,25.4
18087,25.4
18089,29.7
18091,25.6
18093,26.8
18095,25.2
18097,25.6
18099,25.5
18101,27
18103,27.7
18105,23.8
18107,26.8
18109,25.3
18111,27.3
18113,27.8
18115,26.7
18117,26.6
18119,27.1
18121,26.8
18123,26.1
18125,26.2
18127,25.1
18129,26
18131,26.3
18133,24.8
18135,27
18137,25.9
18139,25.8
18141,26.3
18143,26.7
18145,26.6
18147,26.1
18149,26.4
18151,25
18153,26.4
18155,26.4
18157,25.8
18159,26.8
18161,26.3
18163,26.8
18165,26.5
18167,28
18169,25.9
18171,26.5
18173,25.9
18175,26.3
18177,27.6
18179,24.3
18181,26.7
18183,26.7
19001,25
19003,25.4
19005,24.5
19007,24.7
19009,24.6
19011,25.3
19013,26.7
19015,25.1
19017,24.2
19019,26.6
19021,25.6
19023,25.8
19025,24.4
19027,25.2
19029,25.2
19031,25.6
19033,27.1
19035,25
19037,25.2
19039,26
19041,24.9
19043,25.8
19045,26.4
19047,24.3
19049,22.7
19051,25.5
19053,25.1
19055,25.4
19057,26.7
19059,25.9
19061,24.8
19063,24.8
19065,25.3
19067,26.1
19069,25.5
19071,26.3
19073,25.6
19075,23.7
19077,24.7
19079,25.9
19081,25.5
19083,24.7
19085,26.2
19087,25.4
19089,24.7
19091,25
19093,25.1
19095,25.9
19097,24.5
19099,26
19101,24.6
19103,21.6
19105,24.2
19107,26.6
19109,24.8
19111,25.2
19113,24
19115,24.3
19117,24.9
19119,24.1
19121,25.3
19123,24.8
19125,23.9
19127,28
19129,25
19131,25.3
19133,24.8
19135,25.8
19137,26.1
19139,25.7
19141,24.9
19143,26.5
19145,25.7
19147,24.4
19149,24.5
19151,24.7
19153,24.1
19155,26.8
19157,24.9
19159,25.3
19161,25
19163,23.6
19165,26.2
19167,22.7
19169,21.3
19171,24.5
19173,24.8
19175,25.2
19177,25.6
19179,25.8
19181,25.2
19183,23.8
19185,25.2
19187,27
19189,25.2
19191,24.9
19193,24.5
19195,25.6
19197,25
20001,25.5
20003,24.8
20005,26.8
20007,24.2
20009,24.3
20011,24
20013,25.6
20015,25.4
20017,25.8
20019,25.4
20021,26.7
20023,24.5
20025,25.5
20027,25.6
20029,24.9
20031,25.9
20033,24.4
20035,25.6
20037,25.4
20039,24.7
20041,27.5
20043,25.2
20045,21.5
20047,24.7
20049,24.9
20051,22.6
20053,25
20055,24
20057,25.7
20059,25.7
20061,24.3
20063,23.6
20065,23.9
20067,26.9
20069,25
20071,24.8
20073,25.6
20075,24.9
20077,24.9
20079,23.7
20081,25.5
20083,24.3
20085,25.6
20087,25.8
20089,24.6
20091,18.9
20093,24.5
20095,25.4
20097,24.4
20099,25.2
20101,26.1
20103,24.1
20105,24.6
20107,25.5
20109,24.2
20111,23.4
20113,24.9
20115,24.6
20117,26.4
20119,24.1
20121,26.1
20123,22.7
20125,26.8
20127,25.3
20129,25.5
20131,23.6
20133,25.3
20135,24
20137,24.3
20139,26.4
20141,23.8
20143,25.9
20145,24.5
20147,24.7
20149,24.1
20151,23.9
20153,24.3
20155,24.7
20157,23.4
20159,26.2
20161,21
20163,23.7
20165,26
20167,25.6
20169,24.1
20171,25.8
20173,24.1
20175,24.9
20177,26.5
20179,24
20181,26.1
20183,23.7
20185,23.6
20187,24.4
20189,24.3
20191,28.4
20193,24
20195,24.5
20197,24.8
20199,25.3
20201,24.2
20203,26.2
20205,25
20207,24.1
20209,28.2
21001,29.5
21003,30.2
21005,25.9
21007,27.4
21009,25.9
21011,29.9
21013,27.7
21015,24.7
21017,28.6
21019,29.3
21021,26.5
21023,27.7
21025,31.8
21027,26.3
21029,28
21031,28.5
21033,25.9
21035,22.1
21037,26.3
21039,27.3
21041,26
21043,27.6
21045,26.8
21047,28
21049,28
21051,28.9
21053,26.5
21055,26.5
21057,27.9
21059,25.8
21061,26.2
21063,27.4
21065,26.8
21067,25.9
21069,25.5
21071,30.5
21073,25.9
21075,26.6
21077,28.5
21079,25.8
21081,26
21083,26.1
21085,28.7
21087,27.3
21089,29.9
21091,26.8
21093,26.2
21095,31.4
21097,27.9
21099,27.8
21101,24.6
21103,28.3
21105,28.3
21107,29.7
21109,29.1
21111,26.5
21113,27.9
21115,28.8
21117,23
21119,28.6
21121,27.6
21123,26.9
21125,27.2
21127,29.9
21129,28
21131,28.9
21133,30.4
21135,27.4
21137,26.9
21139,27.5
21141,28.3
21143,26.9
21145,25.8
21147,29
21149,28.5
21151,26.8
21153,30.4
21155,26.9
21157,25.8
21159,30.5
21161,26.2
21163,26.7
21165,27.7
21167,28
21169,26.7
21171,27.1
21173,29.4
21175,28.9
21177,28.8
21179,28.2
21181,27.4
21183,28.9
21185,24
21187,26.6
21189,26.1
21191,27.2
21193,28.3
21195,31.3
21197,27
21199,25.3
21201,26.2
21203,29.3
21205,26.8
21207,26.9
21209,26.8
21211,30.5
21213,26.2
21215,26.8
21217,25.7
21219,29.8
21221,26.8
21223,28.1
21225,28.3
21227,24.4
21229,28
21231,26.8
21233,30.1
21235,30.1
21237,27.3
21239,27.3
22001,28.8
22003,29
22005,25.1
22007,29.2
22009,28.6
22011,26.2
22013,30.6
22015,24.9
22017,27
22019,26.7
22021,27.9
22023,25.7
22025,27.8
22027,30.1
22029,28.1
22031,30.6
22033,25
22035,31.8
22037,30.8
22039,27.7
22041,27.1
22043,27.7
22045,25.6
22047,30.4
22049,26
22051,27.1
22053,27.1
22055,24.6
22057,28.8
22059,27.4
22061,29.4
22063,26.2
22065,32.5
22067,29
22069,28.4
22071,29.7
22073,27.1
22075,27.8
22077,29.7
22079,27.7
22081,30.8
22083,29
22085,27.5
22087,27.6
22089,28.7
22091,29.5
22093,28
22095,28.2
22097,29.5
22099,28.5
22101,31.9
22103,22.8
22105,27
22107,30
22109,30.5
22111,28.1
22113,26.6
22115,25.9
22117,29.2
22119,28.5
22121,28.5
22123,26.1
22125,29.8
22127,28.3
23001,23.6
23003,25.9
23005,17.3
23007,24.5
23009,21
23011,26.2
23013,22.5
23015,19.9
23017,26.6
23019,23.1
23021,24.6
23023,22.3
23025,23
23027,24.1
23029,27.8
23031,21.8
24001,24.7
24003,22.9
24005,22.2
24009,24
24011,27.8
24013,21.6
24015,24.8
24017,26.2
24019,26.4
24021,23.1
24023,26.2
24025,23.5
24027,20.8
24029,22.7
24031,17
24033,28
24035,21.4
24037,25.1
24039,25.8
24041,20.7
24043,23.4
24045,26.4
24047,25.1
24510,29.3
25001,16.6
25003,17.6
25005,24.7
25007,17.4
25009,19.3
25011,19.9
25013,22.5
25015,15.5
25017,18
25019,18.6
25021,17.2
25023,20.6
25025,17.7
25027,21.7
26001,26.7
26003,26.4
26005,24.8
26007,26.1
26009,25.2
26011,26.4
26013,27.5
26015,25.7
26017,27.7
26019,27.4
26021,25.9
26023,25.7
26025,26.2
26027,26
26029,26.4
26031,25.2
26033,27.1
26035,27.4
26037,27.5
26039,26
26041,27.6
26043,27.1
26045,26.3
26047,25.9
26049,29.4
26051,27.9
26053,26.7
26055,25.9
26057,27.1
26059,27
26061,26.7
26063,27.2
26065,26.2
26067,28.3
26069,27.5
26071,25.6
26073,26.8
26075,26.7
26077,25.4
26079,26.4
26081,23.6
26083,26.2
26085,27.9
26087,27.6
26089,26.9
26091,26.6
26093,25.3
26095,26.8
26097,27.6
26099,23.9
26101,26.6
26103,26.8
26105,26.8
26107,26.7
26109,26.2
26111,26.6
26113,26.6
26115,27.2
26117,28.5
26119,25.7
26121,28
26123,26.6
26125,21.9
26127,25.7
26129,28.5
26131,26.5
26133,26.4
26135,27.2
26137,26.8
26139,25.3
26141,27.1
26143,28.5
26145,29.5
26147,27.7
26149,29.2
26151,28.4
26153,26.1
26155,26.8
26157,27.5
26159,26.3
26161,23.3
26163,30.2
26165,27.2
27001,25.1
27003,26.1
27005,25.5
27007,24.7
27009,24.9
27011,25.1
27013,24.8
27015,25.8
27017,25
27019,24
27021,26.3
27023,25.2
27025,24.7
27027,25.9
27029,26.1
27031,25.9
27033,24.2
27035,25.3
27037,21.9
27039,24.7
27041,24.1
27043,25.6
27045,23.5
27047,25.2
27049,24.7
27051,25.3
27053,20.3
27055,24.6
27057,24.9
27059,24.5
27061,24.5
27063,24.3
27065,24.5
27067,24.8
27069,25.8
27071,25.2
27073,26.2
27075,24.6
27077,25.8
27079,26.2
27081,24.9
27083,25.2
27085,25.3
27087,25.7
27089,25.9
27091,26.1
27093,24.9
27095,25.2
27097,24.9
27099,25.3
27101,24.9
27103,24.1
27105,24.8
27107,25
27109,25.2
27111,24.6
27113,24.9
27115,24.9
27117,25.2
27119,26.6
27121,25.7
27123,22.7
27125,25.1
27127,24.6
27129,24.7
27131,25.2
27133,24.8
27135,25.1
27137,22.2
27139,24.8
27141,23.3
27143,25
27145,24.3
27147,23.9
27149,25.2
27151,25.8
27153,26
27155,25.1
27157,27.2
27159,25.3
27161,25.2
27163,23.7
27165,24.9
27167,24.7
27169,25.7
27171,24.2
27173,24.4
28001,31.3
28003,26.2
28005,32.7
28007,30.1
28009,29.7
28011,34.4
28013,30.6
28015,28.9
28017,31
28019,28.9
28021,35.9
28023,29.6
28025,31.6
28027,33.6
28029,34.3
28031,28.9
28033,25.4
28035,28.4
28037,30.3
28039,28
28041,28.4
28043,30.7
28045,27.6
28047,27.5
28049,29.6
28051,36.2
28053,34.4
28055,33.5
28057,27.4
28059,28.5
28061,33.1
28063,38
28065,33.3
28067,30.2
28069,34
28071,26.6
28073,26
28075,29
28077,30.6
28079,29.7
28081,26.6
28083,34.1
28085,32.1
28087,30.8
28089,29.7
28091,28.2
28093,33
28095,29.2
28097,31
28099,30.7
28101,31.9
28103,35.7
28105,26.7
28107,29.1
28109,27.4
28111,27.7
28113,33.1
28115,28.1
28117,26.5
28119,33.9
28121,26.4
28123,31.8
28125,35.2
28127,31.1
28129,26.4
28131,27.4
28133,35.1
28135,35.5
28137,29.7
28139,30
28141,25.4
28143,35.6
28145,26.9
28147,31
28149,33.3
28151,34
28153,29.2
28155,29.2
28157,35.4
28159,33.1
28161,30.4
28163,33.3
29001,25.1
29003,27.3
29005,26.9
29007,27.3
29009,27.1
29011,27.6
29013,26.9
29015,26.3
29017,26.8
29019,23.2
29021,26.5
29023,28.1
29025,24.6
29027,26.9
29029,25.3
29031,25.8
29033,26.5
29035,26
29037,27.4
29039,26.6
29041,26.9
29043,24.4
29045,26.8
29047,27
29049,26.1
29051,26
29053,27.8
29055,26.5
29057,26.1
29059,26.5
29061,25.2
29063,27.2
29065,26.8
29067,26.6
29069,25.4
29071,25.4
29073,26.7
29075,24.9
29077,24.5
29079,26.4
29081,27.6
29083,27.7
29085,25.7
29087,26.2
29089,27.5
29091,26.5
29093,26.9
29095,25.5
29097,26.3
29099,26.7
29101,25.6
29103,25.3
29105,27
29107,26.9
29109,27.4
29111,26.7
29113,27.1
29115,25.9
29117,26
29119,26.1
29121,26.8
29123,26.8
29125,26.7
29127,26.4
29129,26.4
29131,26.2
29133,28.3
29135,25.9
29137,26.2
29139,26.8
29141,26.2
29143,27
29145,25.9
29147,25.7
29149,27.6
29151,25.3
29153,26.8
29155,27
29157,26.7
29159,25.6
29161,26
29163,27.5
29165,25.7
29167,25.2
29169,26.7
29171,26.3
29173,26.9
29175,30.2
29177,26.2
29179,27
29181,27.1
29183,24.9
29185,26
29186,25.6
29187,27.4
29189,23.9
29195,27.4
29197,25.4
29199,25.7
29201,27.8
29203,27.8
29205,26.9
29207,28.2
29209,25.8
29211,26.9
29213,25.7
29215,26.6
29217,27.1
29219,27.6
29221,26.8
29223,26.7
29225,26.5
29227,26.4
29229,27.4
29510,31.1
30001,20.8
30003,33.9
30005,26.8
30007,22.3
30009,18
30011,20.6
30013,23.6
30015,23.7
30017,22.2
30019,22.1
30021,22.7
30023,20.8
30025,22.4
30027,20.4
30029,16.6
30031,13.3
30033,22.6
30035,31.5
30037,20.9
30039,22
30041,25.6
30043,19.8
30045,19.9
30047,22.4
30049,19.9
30051,23.8
30053,20.2
30055,22.7
30057,19.2
30059,20.7
30061,19.7
30063,16.8
30065,20.9
30067,15.8
30069,22.8
30071,22.8
30073,25.8
30075,21.8
30077,25.7
30079,20.6
30081,20.5
30083,22.7
30085,32.4
30087,28.2
30089,23.4
30091,23
30093,22.1
30095,20.8
30097,21.1
30099,22.4
30101,23.1
30103,20.7
30105,26.1
30107,18.7
30109,21.1
30111,21.3
31001,25.8
31003,24.8
31005,24
31007,25.7
31009,24.2
31011,26.1
31013,25.6
31015,25.4
31017,25.6
31019,25.2
31021,25.8
31023,25.9
31025,26.3
31027,25.3
31029,25.4
31031,25.9
31033,23.6
31035,25.4
31037,25
31039,26.1
31041,24.3
31043,26
31045,24.6
31047,26.5
31049,25.9
31051,25.3
31053,24.7
31055,24.1
31057,26.3
31059,25.3
31061,25.4
31063,25.2
31065,25.1
31067,24.1
31069,24.8
31071,24.5
31073,26.1
31075,26.2
31077,26.4
31079,26.9
31081,26.1
31083,27.3
31085,26.5
31087,25
31089,23.7
31091,25.1
31093,26.6
31095,25.2
31097,25.5
31099,25.3
31101,24.9
31103,26.2
31105,26.3
31107,26.4
31109,22.5
31111,26.9
31113,26.7
31115,25.5
31117,26.4
31119,23.5
31121,26.2
31123,27.9
31125,24.9
31127,26.3
31129,28.7
31131,24.9
31133,25.1
31135,25.4
31137,25.8
31139,25.1
31141,24.2
31143,25.7
31145,25.4
31147,25.5
31149,25.9
31151,24.6
31153,24.5
31155,26.9
31157,26.3
31159,24.8
31161,26
31163,27.2
31165,25
31167,25.6
31169,25
31171,25.8
31173,28.9
31175,24.1
31177,26.9
31179,25.1
31181,25.6
31183,25.4
31185,26.1
32001,20.9
32003,20.7
32005,17
32007,21.4
32009,19.9
32011,20.6
32013,21.6
32015,22.3
32017,21.4
32019,22.7
32021,24.3
32023,26.3
32027,24.4
32029,22.4
32031,17.7
32033,21.9
32510,19.3
33001,21
33003,18.3
33005,22.4
33007,25.3
33009,20.8
33011,21.2
33013,22
33015,21.5
33017,22.4
33019,21.9
34001,25.2
34003,17.9
34005,22.4
34007,23.7
34009,22.9
34011,26.6
34013,23.4
34015,24
34017,21
34019,17.8
34021,22.4
34023,20.2
34025,18.7
34027,17.6
34029,22.8
34031,21.3
34033,26
34035,18.9
34037,22.2
34039,19.9
34041,24.2
35001,16.2
35003,16.8
35005,22.9
35006,21
35007,18.5
35009,23.1
35011,18.9
35013,19.1
35015,24.5
35017,18.3
35019,19.5
35021,18.3
35023,22.7
35025,24.8
35027,15.9
35028,15.4
35029,21.1
35031,26.7
35033,18.6
35035,21
35037,22.9
35039,18.8
35041,19.9
35043,21.5
35045,22.9
35047,18.2
35049,12.6
35051,22.1
35053,20.6
35055,14.2
35057,21.9
35059,18.8
35061,20.4
36001,20.7
36003,22.9
36005,21.9
36007,25.9
36009,22.9
36011,23.1
36013,26.8
36015,26.4
36017,24.2
36019,24.5
36021,20.5
36023,21.2
36025,24.4
36027,20.8
36029,24.9
36031,20
36033,25.4
36035,21
36037,21.3
36039,21.5
36041,21.2
36043,24.1
36045,25.8
36047,21.6
36049,23.7
36051,21.8
36053,24.3
36055,23.1
36057,22.6
36059,18.5
36061,13.8
36063,22.7
36065,23.5
36067,22.3
36069,20.9
36071,21.6
36073,24.2
36075,20.7
36077,21.5
36079,22.3
36081,18.2
36083,23.5
36085,22.1
36087,19.6
36089,25.1
36091,21.7
36093,23.2
36095,19.5
36097,22.1
36099,22
36101,22.7
36103,21.8
36105,21.9
36107,21.4
36109,18.8
36111,21.1
36113,23.6
36115,23.6
36117,23.5
36119,16.9
36121,21.6
36123,23.8
37001,26.3
37003,24.9
37005,24.3
37007,30.1
37009,23.7
37011,22.4
37013,30.4
37015,34.4
37017,29.9
37019,22.7
37021,22.3
37023,27.9
37025,24.7
37027,24.6
37029,27.2
37031,24.7
37033,27.9
37035,26.2
37037,23.2
37039,24.8
37041,29.2
37043,23.1
37045,24.1
37047,30.4
37049,27.7
37051,27.9
37053,23.7
37055,22.7
37057,25.1
37059,24.1
37061,27.3
37063,24.1
37065,35.3
37067,23.6
37069,29.5
37071,26.2
37073,30.9
37075,25.3
37077,30.1
37079,31
37081,23.7
37083,33
37085,27.8
37087,22.7
37089,23.2
37091,32.9
37093,29.2
37095,28.5
37097,23.7
37099,27
37101,27
37103,29
37105,24.6
37107,30.7
37109,23.4
37111,25.4
37113,20.9
37115,24
37117,31.5
37119,22.5
37121,24.4
37123,26.8
37125,24.5
37127,28.8
37129,22.9
37131,33.6
37133,26.6
37135,19
37137,25.7
37139,30.1
37141,25.6
37143,27.4
37145,29.7
37147,29.3
37149,24.7
37151,24.9
37153,30.2
37155,33.4
37157,27.4
37159,27
37161,23.5
37163,29.5
37165,31.1
37167,26.6
37169,24.6
37171,27.6
37173,29
37175,22.2
37177,29
37179,25
37181,32.3
37183,21
37185,30.1
37187,30.9
37189,20.2
37191,29
37193,25
37195,29.2
37197,23.2
37199,23.6
38001,25
38003,27.6
38005,29.7
38007,25.4
38009,24.4
38011,25.1
38013,26
38015,22.9
38017,24.2
38019,25.5
38021,25.4
38023,25.5
38025,25.8
38027,25.2
38029,27.8
38031,25.3
38033,25.7
38035,23.4
38037,25.1
38039,25.5
38041,26.3
38043,24.8
38045,25.3
38047,25.3
38049,26.1
38051,26.4
38053,27.8
38055,27.2
38057,26.9
38059,26.5
38061,30.7
38063,26.4
38065,26.2
38067,25
38069,26
38071,26.3
38073,24.6
38075,26.2
38077,26.5
38079,33.8
38081,24.6
38083,24.9
38085,33.5
38087,26.1
38089,24.1
38091,25.7
38093,27.6
38095,25.4
38097,26.5
38099,24.1
38101,24.7
38103,27
38105,27.2
39001,25.4
39003,26.2
39005,24.8
39007,24.7
39009,24.8
39011,25
39013,24.7
39015,25.9
39017,26.4
39019,25.3
39021,26
39023,28.4
39025,24.6
39027,24.5
39029,25.1
39031,25.8
39033,25
39035,26.4
39037,26.1
39039,25.4
39041,24
39043,25.8
39045,26.2
39047,25.7
39049,24.7
39051,24.8
39053,26
39055,27.2
39057,25.9
39059,25
39061,25.4
39063,25.5
39065,24.7
39067,25.1
39069,24.9
39071,26.6
39073,26.4
39075,24.5
39077,25.1
39079,24.9
39081,26.5
39083,24.6
39085,22.7
39087,27.7
39089,26.1
39091,24.8
39093,24.9
39095,27.7
39097,25.1
39099,27
39101,27.3
39103,25.1
39105,25.1
39107,24.9
39109,25.3
39111,25
39113,26.9
39115,25.2
39117,25.1
39119,25.2
39121,26.1
39123,24.4
39125,25.7
39127,25.6
39129,25.9
39131,24.6
39133,24.7
39135,24.6
39137,23.8
39139,24.9
39141,26.4
39143,25.3
39145,26.3
39147,26
39149,24.6
39151,26.4
39153,27.7
39155,26
39157,26.2
39159,25.9
39161,26.2
39163,25.3
39165,25.1
39167,24.9
39169,24.8
39171,25.8
39173,24.6
39175,25.8
