id,rate
6057,99107
6059,3172532
6061,380531
6063,18627
6065,2387741
6067,1514460
6069,59414
6071,2140096
6073,3317749
6075,870887
6077,733709
6079,282887
6081,764797
6083,446170
6085,1919402
6087,274673
6089,179631
6091,2947
6093,43603
6095,440207
6097,503070
6099,541560
6101,96651
6103,63276
6105,12782
6107,460437
6109,53804
6111,849738
6113,215802
6115,75275
8001,498187
8003,16654
8005,637068
8007,12854
8009,3568
8011,5861
8013,322226
8014,66529
8015,19058
8017,1848
8019,9436
8021,8129
8023,3721
8025,5694
8027,4602
8029,30442
8031,693060
8033,2056
8035,328632
8037,53989
8039,25231
8041,688284
8043,47446
8045,58887
8047,5931
8049,15008
8051,16408
8053,788
8055,6677
8057,1357
8059,571837
8061,1373
8063,8195
8065,7618
8067,55623
8069,339993
8071,14103
8073,5643
8075,21919
8077,150083
8079,732
8081,13109
8083,26999
8085,41471
8087,28274
8089,18295
8091,4857
8093,17166
8095,4288
8097,17752
8099,11922
8101,165123
8103,6545
8105,11479
8107,24648
8109,6389
8111,694
8113,8017
8115,2407
8117,30374
8119,24043
8121,4908
8123,294932
8125,10103
9001,944177
9003,892389
9005,182571
9007,163329
9009,856875
9011,269801
9013,151118
9015,116192
10001,174827
10003,556987
10005,220251
11001,681170
12001,263496
12003,27937
12005,183974
12007,26926
12009,579130
12011,1909632
12013,14423
12015,178465
12017,143621
12019,208311
12021,365136
12023,69299
12027,35800
12029,16300
12031,926255
12033,315187
12035,108310
12037,11901
12039,46006
12041,17212
12043,13970
12045,15990
12047,14361
12049,27360
12051,39290
12053,182835
12055,100917
12057,1376238
12059,19487
12061,151563
12063,48229
12065,13906
12067,8617
12069,335396
12071,722336
12073,287822
12075,39961
12077,8202
12079,18224
12081,375888
12083,349020
12085,158701
12086,2712945
12087,79077
12089,80622
12091,201170
12093,40314
12095,1314367
12097,336015
12099,1443810
12101,512368
12103,960730
12105,666149
12107,72277
12109,235087
12111,306507
12113,170497
12115,412569
12117,455479
12119,123996
12121,43794
12123,22175
12125,15142
12127,529364
12129,31893
12131,65889
12133,24569
13001,18428
13003,8273
13005,11372
13007,3150
13009,45144
13011,18397
13013,77126
13015,103807
13017,17243
13019,18993
13021,152760
13023,12970
13025,18355
13027,15687
13029,36230
13031,74722
13033,22688
13035,23817
13037,6324
13039,53008
13043,10910
13045,116261
13047,66398
13049,12497
13051,289082
13053,10922
13055,24824
13057,241689
13059,124707
13061,3020
13063,279462
13065,6829
13067,748150
13069,43012
13071,45708
13073,147450
13075,17167
13077,140526
13079,12322
13081,22721
13083,16257
13085,23604
13087,26822
13089,740321
13091,20563
13093,13763
13095,90017
13097,142224
13099,10339
13101,3962
13103,58712
13105,19143
13107,22635
13109,10670
13111,24900
13113,111627
13115,96560
13117,221009
13119,22320
13121,1023336
13123,29733
13125,3006
13127,84502
13129,56904
13131,24808
13133,17003
13135,907135
13137,44246
13139,196637
13141,8640
13143,29042
13145,33652
13147,25553
13149,11487
13151,221768
13153,152122
13155,9422
13157,64615
13159,13654
13161,14877
13163,15916
13165,8849
13167,9505
13169,28623
13171,18469
13173,10399
13175,47516
13177,29337
13179,62570
13181,7828
13183,18437
13185,114628
13187,31445
13189,21490
13191,13927
13193,13450
13195,28824
13197,8524
13199,21074
13201,5926
13205,22459
13207,27306
13209,9060
13211,18170
13213,39315
13215,197485
13217,106999
13219,36838
13221,14921
13223,155825
13225,26655
13227,30832
13229,19171
13231,17941
13233,41776
13235,11251
13237,21477
13239,2335
13241,16559
13243,7177
13245,201647
13247,89355
13249,5098
13251,14044
13253,8468
13255,64806
13257,25751
13259,5705
13261,30389
13263,6171
13265,1593
13267,25092
13269,8232
13271,15965
13273,8967
13275,45248
13277,40828
13279,27196
13281,11391
13283,6637
13285,70005
13287,8030
13289,8171
13291,22928
13293,26335
13295,67896
13297,90184
13299,35738
13301,5442
13303,20457
13305,30104
13307,2599
13309,7978
13311,28884
13313,104589
13315,8761
13317,9805
13319,9104
13321,20748
15001,198449
15003,992605
15005,88
15007,72029
15009,165386
16001,444028
16003,3900
16005,84377
16007,5945
16009,9092
16011,45201
16013,21791
16015,7124
16017,42536
16019,112232
16021,11681
16023,2501
16025,1072
16027,211698
16029,6887
16031,23504
16033,860
16035,8497
16037,4096
16039,26018
16041,13406
16043,12943
16045,17184
16047,15185
16049,16156
16051,27839
16053,22994
16055,154311
16057,39196
16059,7723
16061,3853
16063,5271
16065,39048
16067,20616
16069,40369
16071,4343
16073,11389
16075,23026
16077,7654
16079,12452
16081,10960
16083,83514
16085,10496
16087,10172
17001,66578
17003,6478
17005,16824
17007,53503
17009,6762
17011,33359
17013,4894
17015,14539
17017,12676
17019,208419
17021,33309
17023,15938
17025,13300
17027,37729
17029,52343
17031,5203499
17033,19308
17035,10858
17037,104528
17039,16226
17041,19630
17043,929368
17045,17566
17047,6523
17049,34386
17051,21789
17053,13575
17055,39156
17057,35536
17059,5212
17061,13093
17063,50437
17065,8061
17067,18508
17069,4024
17071,6869
17073,49280
17075,28334
17077,58870
17079,9536
17081,38460
17083,22025
17085,21770
17087,12902
17089,531715
17091,110008
17093,124695
17095,50938
17097,703047
17099,110642
17101,16377
17103,34251
17105,36526
17107,29527
17109,30996
17111,307004
17113,172418
17115,106550
17117,45908
17119,265759
17121,38140
17123,11939
17125,13507
17127,14658
17129,12516
17131,15730
17133,34068
17135,28952
17137,34277
17139,14827
17141,51273
17143,185006
17145,21357
17147,16560
17149,15950
17151,4157
17153,5619
17155,5611
17157,32621
17159,15930
17161,144784
17163,262759
17165,24307
17167,197499
17169,6923
17171,5053
17173,21717
17175,5776
17177,45624
17179,134385
17181,17212
17183,78111
17185,11492
17187,17378
17189,14154
17191,16396
17193,14292
17195,56536
17197,689529
17199,67560
17201,285873
17203,39140
18001,35232
18003,370404
18005,81402
18007,8650
18009,12149
18011,64653
18013,14912
18015,19970
18017,37946
18019,116031
18021,26309
18023,32457
18025,10539
18027,32969
18029,49331
18031,26598
18033,42746
18035,115603
18037,42552
18039,203781
18041,23331
18043,76990
18045,16486
18047,22715
18049,20139
18051,33703
18053,66937
18055,32211
18057,316373
18059,73717
18061,39826
18063,160610
18065,48521
18067,82568
18069,36400
18071,44013
18073,33433
18075,21046
18077,32418
18079,27758
18081,151982
18083,37744
18085,79092
18087,39110
18089,485846
18091,110015
18093,45518
18095,129296
18097,941229
18099,46556
18101,10171
18103,35883
18105,145496
18107,38074
18109,69698
18111,13924
18113,47638
18115,5932
18117,19335
18119,20840
18121,16800
18123,18966
18125,12431
18127,167791
18129,25476
18131,12660
18133,37436
18135,25082
18137,28846
18139,16649
18141,269141
18143,23730
18145,44324
18147,20648
18149,23009
18151,34116
18153,20802
18155,10527
18157,188059
18159,15182
18161,7212
18163,181721
18165,15645
18167,107931
18169,31762
18171,8166
18173,62498
18175,27670
18177,66568
18179,27949
18181,23999
18183,33449
19001,7092
19003,3693
19005,13884
19007,12462
19009,5678
19011,25699
19013,132904
19015,26532
19017,24798
19019,20992
19021,20332
19023,14791
19025,9846
19027,20437
19029,13157
19031,18454
19033,43070
19035,11508
19037,12023
19039,9309
19041,16333
19043,17590
19045,47309
19047,16940
19049,84516
19051,8860
19053,8141
19055,17327
19057,39739
19059,17243
19061,97003
19063,9658
19065,20054
19067,15873
19069,10170
19071,6950
19073,9011
19075,12313
19077,10625
19079,15076
19081,10835
19083,17226
19085,14149
19087,19773
19089,9332
19091,9487
19093,6985
19095,16311
19097,19472
19099,36708
19101,18090
19103,146547
19105,20439
19107,10119
19109,15114
19111,34615
19113,221661
19115,11142
19117,8647
19119,11754
19121,15848
19123,22181
19125,33189
19127,40312
19129,14972
19131,10763
19133,8898
19135,7870
19137,10225
19139,42940
19141,14020
19143,6064
19145,15391
19147,9047
19149,25200
19151,6886
19153,474045
19155,93582
19157,18533
19159,5068
19161,9876
19163,172474
19165,11800
19167,34898
19169,97090
19171,17319
19173,6216
19175,12420
19177,7271
19179,34982
19181,49691
19183,22281
19185,6452
19187,36769
19189,10631
19191,20561
19193,102779
19195,7572
19197,12779
20001,12714
20003,7827
20005,16380
20007,4688
20009,26775
20011,14617
20013,9684
20015,67025
20017,2669
20019,3374
20021,20246
20023,2661
20025,2072
20027,8143
20029,9150
20031,8433
20033,1862
20035,35753
20037,39164
20039,2832
20041,19064
20043,7664
20045,119440
20047,2938
20049,2547
20051,28893
20053,6328
20055,36722
20057,33971
20059,25560
20061,35586
20063,2589
20065,2564
20067,7646
20069,6034
20071,1296
20073,6151
20075,2536
20077,5685
20079,34913
20081,4006
20083,1870
20085,13291
20087,18897
20089,2901
20091,584451
20093,3917
20095,7467
20097,2483
20099,20444
20101,1636
20103,80204
20105,3073
20107,9558
20109,2831
20111,33510
20113,28804
20115,12112
20117,9836
20119,4216
20121,32964
20123,6243
20125,32746
20127,5573
20129,2848
20131,10241
20133,16146
20135,2962
20137,5493
20139,15843
20141,3642
20143,5920
20145,6743
20147,5428
20149,23661
20151,9584
20153,2549
20155,63220
20157,4699
20159,9831
20161,73343
20163,5076
20165,3058
20167,6988
20169,55142
20171,5032
20173,511995
20175,22709
20177,178146
20179,2509
20181,5965
20183,3632
20185,4208
20187,2062
20189,5584
20191,23272
20193,7892
20195,2872
20197,6891
20199,1497
20201,5546
20203,2112
20205,8723
20207,3165
20209,163831
21001,19280
21003,20631
21005,22158
21007,8054
21009,43993
21011,12327
21013,27117
21015,128536
21017,20030
21019,48132
21021,30018
21023,8400
21025,13284
21027,19961
21029,79151
21031,12845
21033,12568
21035,38437
21037,92211
21039,4855
21041,10679
21043,27046
21045,15815
21047,72351
21049,35819
21051,20766
21053,10177
21055,9188
21057,6738
21059,99674
21061,12114
21063,7588
21065,14307
21067,318449
21069,14507
21071,37110
21073,50560
21075,6179
21077,8609
21079,17292
21081,24923
21083,37182
21085,26184
21087,11060
21089,35893
21091,8810
21093,107316
21095,27168
21097,18646
21099,18627
21101,46253
21103,15818
21105,4627
21107,45904
21109,13368
21111,765352
21113,52357
21115,22978
21117,164945
21119,15544
21121,31687
21123,14096
21125,60250
21127,15863
21129,6580
21131,10538
21133,22773
21135,13442
21137,24372
21139,9269
21141,26593
21143,8069
21145,65162
21147,17511
21149,9475
21151,89547
21153,12684
21155,19205
21157,31365
21159,12002
21161,17190
21163,28126
21165,6408
21167,21477
21169,10018
21171,10588
21173,27771
21175,13298
21177,31028
21179,45559
21181,7084
21183,24378
21185,65560
21187,10642
21189,4491
21191,14560
21193,27343
21195,60555
21197,12308
21199,63956
21201,2155
21203,16850
21205,24451
21207,17722
21209,53972
21211,46408
21213,18083
21215,18274
21217,25397
21219,12295
21221,14264
21223,8620
21225,14880
21227,125532
21229,12189
21231,20453
21233,13316
21235,36096
21237,7159
21239,26124
22001,62645
22003,25684
22005,121587
22007,22695
22009,41117
22011,36927
22013,13865
22015,126057
22017,248851
22019,200601
22021,10087
22023,6882
22025,9921
22027,16132
22029,19920
22031,27149
22033,447037
22035,7271
22037,19683
22039,33709
22041,20330
22043,22365
22045,73273
22047,32920
22049,15808
22051,436523
22053,31413
22055,241398
22057,98305
22059,15052
22061,47745
22063,140138
22065,11528
22067,26071
22069,39162
22071,391495
22073,156983
22075,23464
22077,22159
22079,132424
22081,8550
22083,20430
22085,23977
22087,45688
22089,52923
22091,10512
22093,21557
22095,43631
22097,83883
22099,54007
22101,52093
22103,253602
22105,130710
22107,4597
22109,113220
22111,22487
22113,60205
22115,50569
22117,46310
22119,39710
22121,25795
22123,11114
22125,15344
22127,14376
23001,107319
23003,67959
23005,292041
23007,30001
23009,54419
23011,120569
23013,39744
23015,34216
23017,57217
23019,151806
23021,16843
23023,35273
23025,50915
23027,39364
23029,31450
23031,202343
24001,72130
24003,568346
24005,831026
24009,91251
24011,32850
24013,167656
24015,102603
24017,157705
24019,32258
24021,247591
24023,29425
24025,251032
24027,317233
24029,19730
24031,1043863
24033,908049
24035,48929
24037,112587
24039,25928
24041,37278
24043,150292
24045,102577
24047,51444
24510,614664
25001,214276
25003,126903
25005,558324
25007,17246
25009,779018
25011,70382
25013,468467
25015,161816
25017,1589774
25019,11008
25021,697181
25023,513565
25025,784230
25027,819589
26001,10352
26003,9219
26005,115548
26007,28704
26009,23144
26011,15122
26013,8503
26015,59702
26017,104747
26019,17572
26021,154010
26023,43427
26025,134386
26027,51599
26029,26174
26031,25401
26033,37724
26035,30358
26037,77888
26039,13744
26041,36202
26043,25535
26045,109160
26047,33182
26049,408615
26051,25122
26053,15243
26055,92084
26057,41202
26059,45774
26061,36555
26063,31481
26065,288051
26067,64232
26069,25327
26071,11195
26073,71282
26075,158460
26077,261654
26079,17263
26081,642173
26083,2199
26085,11496
26087,88340
26089,21765
26091,98504
26093,188624
26095,6358
26097,10820
26099,867730
26101,24373
26103,66435
26105,28876
26107,43221
26109,23281
26111,83462
26113,15102
26115,149208
26117,62974
26119,9173
26121,173408
26123,47938
26125,1243970
26127,26027
26129,20904
26131,5911
26133,23110
26135,8264
26137,24470
26139,282250
26141,12762
26143,23700
26145,192326
26147,159587
26149,60853
26151,41409
26153,8001
26155,68554
26157,53338
26159,75223
26161,364709
26163,1749366
26165,33163
27001,15583
27003,345957
27005,33734
27007,46106
27009,39992
27011,5050
27013,66441
27015,25331
27017,35738
27019,100262
27021,28993
27023,12133
27025,54748
27027,62875
27029,8827
27031,5286
27033,11470
27035,63940
27037,417486
27039,20506
27041,37456
27043,13935
27045,21003
27047,30446
27049,46676
27051,5956
27053,1232483
27055,18814
27057,20718
27059,39025
27061,45242
27063,9944
27065,15830
27067,42495
27069,4333
27071,12628
27073,6715
27075,10625
27077,3814
27079,27591
27081,5783
27083,25699
27085,35842
27087,5465
27089,9324
27091,19829
27093,23110
27095,25866
27097,32821
27099,39163
27101,8329
27103,33575
27105,21848
27107,6579
27109,153102
27111,58085
27113,14235
27115,28874
27117,9202
27119,31660
27121,11049
27123,540649
27125,4007
27127,15263
27129,14660
27131,65622
27133,9564
27135,15626
27137,199980
27139,143680
27141,93528
27143,14827
27145,155652
27147,36805
27149,9693
27151,9419
27153,24233
27155,3356
27157,21273
27159,13761
27161,18911
27163,253117
27165,10908
27167,6358
27169,50948
27171,132550
27173,9935
28001,31248
28003,37304
28005,12458
28007,18934
28009,8264
28011,32737
28013,14610
28015,10255
28017,17246
28019,8242
28021,9139
28023,15888
28025,19850
28027,23809
28029,28482
28031,19569
28033,175611
28035,75979
28037,7782
28039,23695
28041,13408
28043,21275
28045,46791
28047,203234
28049,241229
28051,17999
28053,8513
28055,1294
28057,23529
28059,141241
28061,16578
28063,7297
28065,11385
28067,67953
28069,9896
28071,53796
28073,60914
28075,77755
28077,12749
28079,22620
28081,85381
28083,29856
28085,34523
28087,59602
28089,105114
28091,25251
28093,35801
28095,35873
28097,10187
28099,29403
28101,21558
28103,11038
28105,49833
28107,34164
28109,55310
28111,12245
28113,39667
28115,31550
28117,25256
28119,7349
28121,150228
28123,28207
28125,4552
28127,26912
28129,15909
28131,18012
28133,26407
28135,14394
28137,28201
28139,22190
28141,19491
28143,10234
28145,28311
28147,14599
28149,47140
28151,47231
28153,20480
28155,9767
28157,9047
28159,18160
28161,12471
28163,27264
29001,25359
29003,17350
29005,5293
29007,26021
29009,35732
29011,11908
29013,16417
29015,18839
29017,12052
29019,176594
29021,88938
29023,42739
29025,9062
29027,45078
29029,44497
29031,78913
29033,8913
29035,6168
29037,102845
29039,14016
29041,7516
29043,84401
29045,6723
29047,239085
29049,20610
29051,76631
29053,17712
29055,24302
29057,7631
29059,16448
29061,8209
29063,12613
29065,15387
29067,13358
29069,30535
29071,102838
29073,14808
29075,6661
29077,288690
29079,10165
29081,8556
29083,21594
29085,9269
29087,4448
29089,10058
29091,40210
29093,10022
29095,691801
29097,119111
29099,224226
29101,53942
29103,3934
29105,35490
29107,32618
29109,38381
29111,10134
29113,55267
29115,12164
29117,15235
29119,22620
29121,15170
29123,12443
29125,8858
29127,28894
29129,3699
29131,25206
29133,13799
29135,16018
29137,8558
29139,11620
29141,20213
29143,17915
29145,58694
29147,22670
29149,10789
29151,13664
29153,9237
29155,17073
29157,19285
29159,42213
29161,44608
29163,18438
29165,98309
29167,31285
29169,52654
29171,4853
29173,10224
29175,24989
29177,22754
29179,6455
29181,13817
29183,390918
29185,9272
29186,18030
29187,66627
29189,998581
29195,22980
29197,4394
29199,4932
29201,38745
29203,8168
29205,6082
29207,29588
29209,31047
29211,6262
29213,54735
29215,25775
29217,20723
29219,33802
29221,24839
29223,13139
29225,38106
29227,2024
29229,18286
29510,311404
30001,9401
30003,13343
30005,6601
30007,5747
30009,10460
30011,1203
30013,81755
30015,5759
30017,11924
30019,1755
30021,9327
30023,9085
30025,3120
30027,11413
30029,98082
30031,104502
30033,1310
30035,13694
30037,831
30039,3368
30041,16542
30043,11853
30045,1940
30047,29758
30049,67282
30051,2409
30053,19259
30055,1700
30057,7924
30059,1827
30061,4184
30063,116130
30065,4589
30067,16114
30069,489
30071,4133
30073,6084
30075,1746
30077,6858
30079,1182
30081,42088
30083,11482
30085,11305
30087,9287
30089,11534
30091,3648
30093,34553
30095,9406
30097,3623
30099,6056
30101,4977
30103,692
30105,7539
30107,2117
30109,1093
30111,158437
31001,31684
31003,6329
31005,469
31007,798
31009,484
31011,5332
31013,11194
31015,1982
31017,2960
31019,49383
31021,6546
31023,8052
31025,25767
31027,8671
31029,3937
31031,5832
31033,10051
31035,6163
31037,10414
31039,9016
31041,10807
31043,20465
31045,8979
31047,23640
31049,1873
31051,5762
31053,36757
31055,554995
31057,1831
31059,5720
31061,3014
31063,2621
31065,4787
31067,21799
31069,1930
31071,2011
31073,1971
31075,641
31077,2399
31079,61705
31081,9186
31083,3473
31085,897
31087,2825
31089,10250
31091,708
31093,6429
31095,7177
31097,5171
31099,6552
31101,8018
31103,791
31105,3679
31107,8571
31109,309637
31111,35550
31113,772
31115,591
31117,493
31119,35015
31121,7828
31123,4787
31125,3576
31127,6971
31129,4265
31131,16081
31133,2652
31135,2898
31137,9266
31139,7159
31141,32861
31143,5203
31145,10722
31147,8060
31149,1390
31151,14331
31153,179023
31155,21038
31157,36422
31159,17284
31161,5234
31163,3054
31165,1242
31167,5944
31169,5101
31171,716
31173,7127
31175,4184
31177,20603
31179,9365
31181,3603
31183,776
31185,13794
32001,24198
32003,2155664
32005,48020
32007,52168
32009,790
32011,1917
32013,16842
32015,5702
32017,5055
32019,53179
32021,4449
32023,43423
32027,6560
32029,4051
32031,453616
32033,9682
32510,54742
33001,60779
33003,47289
33005,75774
33007,32039
33009,88888
33011,407761
33013,148582
33015,303251
33017,127428
33019,43004
34001,270991
34003,939151
34005,449284
34007,510150
34009,94430
34011,153797
34013,796914
34015,292330
34017,677983
34019,124676
34021,371023
34023,837073
34025,625846
34027,498423
34029,592497
34031,507945
34033,63436
34035,333751
34037,142522
34039,555630
34041,106617
35001,676953
35003,3508
35005,65282
35006,27487
35007,12253
35009,50280
35011,1793
35013,214207
35015,57621
35017,28280
35019,4376
35021,665
35023,4302
35025,69749
35027,19429
35028,18147
35029,24450
35031,74923
35033,4504
35035,65410
35037,8365
35039,40040
35041,19082
35043,142025
35045,115079
35047,27760
35049,148651
35051,11191
35053,17027
35055,33065
35057,15302
35059,4183
35061,75626
36001,308846
36003,47077
36005,1455720
36007,195334
36009,77677
36011,77861
36013,129504
36015,86322
36017,48579
36019,81073
36021,60989
36023,48070
36025,45523
36027,294473
36029,921046
36031,38102
36033,50409
36035,53828
36037,58482
36039,47508
36041,4542
36043,62613
36045,114006
36047,2629150
36049,26865
36051,64257
36053,71329
36055,747727
36057,49276
36059,1361500
36061,1643734
36063,211758
36065,231190
36067,466194
36069,109828
36071,379210
36073,41346
36075,118987
36077,60097
36079,98900
36081,2333054
36083,160070
36085,476015
36087,326780
36089,110038
36091,227053
36093,154553
36095,31317
36097,18099
36099,34777
36101,96940
36103,1492583
36105,74801
36107,48760
36109,104871
36111,179225
36113,64567
36115,61800
36117,90798
36119,974542
36121,40791
36123,24923
37001,159688
37003,37428
37005,10848
37007,25448
37009,26924
37011,17516
37013,47526
37015,19854
37017,33741
37019,126953
37021,256088
37023,88851
37025,201590
37027,81449
37029,10418
37031,68890
37033,22910
37035,156459
37037,72243
37039,27905
37041,14383
37043,10915
37045,97144
37047,56505
37049,103445
37051,327127
37053,25809
37055,35964
37057,164926
37059,42013
37061,58969
37063,306212
37065,53318
37067,371511
37069,64705
37071,216965
37073,11478
37075,8558
37077,59031
37079,21168
37081,521330
37083,51766
37085,130881
37087,60682
37089,114209
37091,24136
37093,53262
37095,5517
37097,172916
37099,42241
37101,191450
37103,9845
37105,59616
37107,57307
37109,81168
37111,45075
37113,34376
37115,21340
37117,23172
37119,1054835
37121,15126
37123,27418
37125,95776
37127,94005
37129,223483
37131,20000
37133,187136
37135,141796
37137,12821
37139,39864
37141,59090
37143,13335
37145,39284
37147,177220
37149,20334
37151,143416
37153,44939
37155,133235
37157,91393
37159,139933
37161,66421
37163,63124
37165,35244
37167,60791
37169,46097
37171,72113
37173,14346
37175,33482
37177,4141
37179,226606
37181,44244
37183,1046791
37185,19907
37187,12195
37189,53922
37191,124150
37193,68740
37195,81661
37197,37532
37199,17678
38001,2305
38003,10926
38005,6739
38007,934
38009,6579
38011,3241
38013,2198
38015,94487
38017,175249
38019,3827
38021,5064
38023,2413
38025,4366
38027,2358
38029,3346
38031,3303
38033,1817
38035,71083
38037,2377
38039,2277
38041,2629
38043,2414
38045,4111
38047,1941
38049,5963
38051,2656
38053,12621
38055,9729
38057,8694
38059,30809
38061,10242
38063,2960
38065,1870
38067,7069
38069,4267
38071,11547
38073,5404
38075,2550
38077,16353
38079,14659
38081,3890
38083,1322
38085,4469
38087,763
38089,31199
38091,1962
38093,21128
38095,2263
38097,8030
38099,10904
38101,70210
38103,4098
38105,34337
39001,27907
39003,103742
39005,53652
39007,98231
39009,66186
39011,45894
39013,68673
39015,43759
39017,377537
39019,27669
39021,38747
39023,134786
39025,203022
39027,41902
39029,103685
39031,36602
39033,42083
39035,1249352
39037,51778
39039,38158
39041,196463
39043,75107
39045,152597
39047,28676
39049,1264518
39051,42514
39053,30015
39055,94060
39057,164765
39059,39063
39061,809099
39063,75872
39065,31474
39067,15307
39069,27629
39071,43029
39073,28340
39075,43936
39077,58439
39079,32505
39081,66704
39083,60814
39085,228614
39087,60872
39089,172198
39091,45165
39093,306365
39095,432488
39097,43419
39099,230008
39101,65096
39103,177221
39105,23125
39107,40909
39109,104679
39111,14210
39113,531239
39115,14804
39117,35036
39119,86068
39121,14294
39123,40636
39125,18865
39127,35927
39129,57565
39131,28160
39133,161921
39135,41247
39137,34056
39139,121107
39141,77000
39143,59330
39145,76088
39147,55353
39149,48623
39151,373612
39153,540300
39155,201825
39157,92420
39159,55457
39161,28362
39163,12921
39165,227063
39167,60610
39169,116470
39171,37017
39173,130219
39175,22118
40001,22098
40003,5827
40005,13810
40007,5382
40009,22519
40011,9643
40013,45573
40015,29557
40017,136532
40019,48556
40021,48700
40023,14885
40025,2162
40027,278655
40029,5651
40031,122136
40033,5941
40035,14625
40037,71312
40039,29293
40041,41598
40043,4819
40045,4080
40047,62603
40049,27838
40051,54655
40053,4465
40055,5998
40057,2704
40059,3717
40061,12747
40063,13566
40065,25497
40067,6230
40069,11087
40071,44943
40073,15638
40075,9077
40077,10414
40079,49873
40081,35129
40083,46588
40085,9997
40087,38682
40089,32822
40091,19815
40093,7772
40095,16191
40097,40920
40099,13918
40101,69477
40103,11384
40105,10419
40107,12167
40109,782970
40111,39213
40113,47806
40115,31691
40117,16485
40119,81131
40121,44173
40123,38330
40125,72290
40127,11057
40129,3640
40131,91766
40133,25207
40135,41294
40137,44090
40139,21098
40141,7465
40143,642940
40145,77679
40147,52087
40149,11447
40151,9201
40153,20814
41001,16059
41003,89385
41005,408062
41007,38632
41009,50785
41011,63761
41013,22570
41015,22713
41017,181307
41019,108457
41021,1854
41023,7158
41025,7292
41027,23232
41029,216527
41031,23080
41033,85904
41035,66443
41037,7837
41039,369519
41041,47806
41043,122849
41045,30439
41047,336316
41049,11274
41051,799766
41053,81823
41055,1710
41057,26143
41059,76456
41061,26087
41063,6946
41065,26115
41067,582779
41069,1344
41071,105035
42001,102180
42003,1225365
42005,66486
42007,167429
42009,48325
42011,414812
42013,124650
42015,60770
42017,626399
42019,186847
42021,134732
42023,4677
42025,63594
42027,161464
42029,516312
42031,38513
42033,80596
42035,39233
42037,66420
42039,86257
42041,248506
42043,273707
42045,563402
42047,30480
42049,276207
42051,132733
42053,7321
42055,153851
42057,14640
42059,37197
42061,45634
42063,86364
42065,44073
42067,24863
42069,211321
42071,538500
42073,87294
42075,138863
42077,363147
42079,316383
42081,115248
42083,41883
42085,112913
42087,46342
42089,166098
42091,821725
42093,18343
42095,302294
42097,92541
42099,45820
42101,1567872
42103,55562
42105,16885
42107,143573
42109,40468
42111,75061
42113,6137
42115,40862
42117,41467
42119,45565
42121,52582
42123,40025
42125,207981
42127,50710
42129,355458
42131,27521
42133,443744
44001,49067
44003,164614
44005,82784
44007,633673
44009,126288
45001,24872
45003,167458
45005,9045
45007,196569
45009,14434
45011,21483
45013,183149
45015,210898
45017,14796
45019,396484
45021,56646
45023,32181
45025,46013
45027,33951
45029,37923
45031,67234
45033,30858
45035,153773
45037,26358
45039,22653
45041,138742
45043,61399
45045,498766
45047,70133
45049,19922
45051,322342
45053,28465
45055,64097
45057,89594
45059,66777
45061,17635
45063,286196
45065,9643
45067,31726
45069,26945
45071,38079
45073,76355
45075,87903
45077,122863
45079,409549
45081,20197
45083,301463
45085,107396
45087,27673
45089,31955
45091,258526
46003,2736
46005,18101
46007,3460
